5-2번 센서,,248.462 ,-990.262 ,-60.000 ,0.000 ,0.000 ,-75.837 ,248.462 ,-990.262 ,434.000 ,0.000 ,0.000 ,-75.837 ,248.462 ,-990.262 ,931.341 ,0.000 ,-2.239 ,-75.837 
6-1번,,86.948 ,-1168.838 ,-30.000 ,0.000 ,0.000 ,-85.334 ,87.829 ,-1179.631 ,472.500 ,0.000 ,0.000 ,-85.334 ,88.626 ,-1189.390 ,968.598 ,0.000 ,-2.238 ,-85.334 
6-2번,,85.448 ,-1150.468 ,-30.000 ,0.000 ,0.000 ,-85.334 ,86.374 ,-1161.797 ,472.500 ,0.000 ,0.000 ,-85.334 ,86.764 ,-1166.581 ,967.704 ,0.000 ,-2.238 ,-85.334 
6-3번,,83.902 ,-1131.523 ,-30.000 ,0.000 ,0.000 ,-85.334 ,84.785 ,-1142.334 ,472.500 ,0.000 ,0.000 ,-85.334 ,85.242 ,-1147.938 ,966.973 ,0.000 ,-2.238 ,-85.334 
6-1번 센서,,183.159 ,-1004.393 ,-60.000 ,0.000 ,0.000 ,-79.588 ,183.159 ,-1004.393 ,434.000 ,0.000 ,0.000 ,-79.588 ,183.159 ,-1004.393 ,931.341 ,0.000 ,-2.239 ,-79.588 
6-4번,,82.731 ,-1117.171 ,-30.000 ,0.000 ,0.000 ,-85.334 ,83.543 ,-1127.112 ,472.500 ,0.000 ,0.000 ,-85.334 ,83.715 ,-1129.227 ,966.239 ,0.000 ,-2.238 ,-85.334 
6-5번,,15.191 ,-1189.286 ,-30.000 ,0.000 ,0.000 ,-88.862 ,15.287 ,-1194.087 ,434.000 ,0.000 ,0.000 ,-82.899 ,15.425 ,-1201.080 ,968.929 ,0.000 ,-2.238 ,-88.862 
6-6번,,14.573 ,-1158.191 ,-30.000 ,0.000 ,0.000 ,-88.862 ,15.287 ,-1194.087 ,472.500 ,0.000 ,0.000 ,-88.862 ,14.730 ,-1166.077 ,967.562 ,0.000 ,-2.238 ,-88.862 
6-7번,,13.921 ,-1125.369 ,-30.000 ,0.000 ,0.000 ,-88.862 ,14.070 ,-1132.855 ,472.500 ,0.000 ,0.000 ,-88.862 ,14.070 ,-1132.855 ,966.263 ,0.000 ,-2.238 ,-88.862 
6-2번 센서,,124.831 ,-1013.297 ,-60.000 ,0.000 ,0.000 ,-82.899 ,124.831 ,-1013.297 ,434.000 ,0.000 ,0.000 ,-82.899 ,124.831 ,-1013.297 ,931.341 ,0.000 ,-2.239 ,-82.899 
7-1번,,-54.613 ,-1178.898 ,-30.000 ,0.000 ,0.000 ,-92.243 ,-54.635 ,-1179.430 ,472.500 ,0.000 ,0.000 ,-92.243 ,-54.935 ,-1187.104 ,968.405 ,0.000 ,-2.235 ,-92.243 
7-2번,,-53.644 ,-1154.150 ,-30.000 ,0.000 ,0.000 ,-92.243 ,-54.039 ,-1164.708 ,472.500 ,0.000 ,0.000 ,-92.243 ,-54.136 ,-1166.701 ,967.608 ,0.000 ,-2.235 ,-92.243 
7-3번,,-52.945 ,-1136.308 ,-30.000 ,0.000 ,0.000 ,-92.243 ,-53.352 ,-1146.708 ,472.500 ,0.000 ,0.000 ,-92.243 ,-53.449 ,-1149.174 ,966.923 ,0.000 ,-2.235 ,-92.243 
7-1번 센서,,58.112 ,-1019.302 ,-60.000 ,0.000 ,0.000 ,-86.660 ,58.112 ,-1019.302 ,434.000 ,0.000 ,0.000 ,-86.660 ,58.112 ,-1019.302 ,931.331 ,0.000 ,-2.238 ,-86.660 
7-4번,,-52.178 ,-1116.739 ,-30.000 ,0.000 ,0.000 ,-92.243 ,-52.336 ,-1120.768 ,472.500 ,0.000 ,0.000 ,-92.243 ,-52.719 ,-1130.522 ,966.195 ,0.000 ,-2.235 ,-92.243 
7-5번,,-128.177 ,-1177.051 ,-30.000 ,0.000 ,0.000 ,-95.807 ,-129.151 ,-1186.638 ,472.500 ,0.000 ,0.000 ,-95.807 ,-129.984 ,-1194.824 ,968.933 ,0.000 ,-2.235 ,-95.807 
7-6번,,-124.972 ,-1145.533 ,-30.000 ,0.000 ,0.000 ,-95.807 ,-126.074 ,-1156.373 ,472.500 ,0.000 ,0.000 ,-95.807 ,-126.670 ,-1162.240 ,967.654 ,0.000 ,-2.235 ,-95.807 
7-7번,,-122.174 ,-1118.027 ,-30.000 ,0.000 ,0.000 ,-95.807 ,-122.970 ,-1125.859 ,472.500 ,0.000 ,0.000 ,-95.807 ,-123.980 ,-1135.791 ,966.615 ,0.000 ,-2.235 ,-95.807 
7-2번 센서,,-3.384 ,-1020.952 ,-60.000 ,0.000 ,0.000 ,-90.112 ,-3.384 ,-1020.952 ,434.000 ,0.000 ,0.000 ,-90.112 ,-3.384 ,-1020.952 ,931.331 ,0.000 ,-2.238 ,-90.112 
8-1번,,-200.260 ,-1159.201 ,-30.000 ,0.000 ,0.000 ,-99.391 ,-200.679 ,-1161.754 ,472.500 ,0.000 ,0.000 ,-99.391 ,-202.496 ,-1172.741 ,968.473 ,0.000 ,-2.235 ,-99.391 
8-2번,,-197.283 ,-1141.208 ,-30.000 ,0.000 ,0.000 ,-99.391 ,-198.592 ,-1149.142 ,472.500 ,0.000 ,0.000 ,-99.391 ,-199.510 ,-1154.689 ,967.758 ,0.000 ,-2.235 ,-99.371 
8-3번,,-194.369 ,-1123.593 ,-30.000 ,0.000 ,0.000 ,-99.391 ,-195.340 ,-1129.467 ,472.500 ,0.000 ,0.000 ,-99.391 ,-196.257 ,-1135.015 ,966.979 ,0.000 ,-2.235 ,-99.391 
8-1번 센서,,-67.466 ,-1018.726 ,-60.000 ,0.000 ,0.000 ,-93.711 ,-67.466 ,-1018.726 ,434.000 ,0.000 ,0.000 ,-93.711 ,-67.466 ,-1018.726 ,966.979 ,0.000 ,-2.238 ,-93.711 
8-4번,,-190.139 ,-1098.023 ,-30.000 ,0.000 ,0.000 ,-99.391 ,-192.050 ,-1109.577 ,472.500 ,0.000 ,0.000 ,-99.391 ,-192.959 ,-1115.070 ,966.189 ,0.000 ,-2.235 ,-99.391 
8-5번,,-274.631 ,-1147.948 ,-30.000 ,0.000 ,0.000 ,-103.045 ,-277.049 ,-1158.374 ,472.500 ,0.000 ,0.000 ,-103.045 ,-279.774 ,-1170.130 ,968.981 ,0.000 ,-2.235 ,-103.045 
8-6번,,-267.741 ,-1118.205 ,-30.000 ,0.000 ,0.000 ,-103.045 ,-269.950 ,-1127.735 ,472.500 ,0.000 ,0.000 ,-103.045 ,-271.931 ,-1136.285 ,967.624 ,0.000 ,-2.235 ,-103.045 
8-7번,,-261.197 ,-1089.959 ,-30.000 ,0.000 ,0.000 ,-103.045 ,-262.454 ,-1095.385 ,472.500 ,0.000 ,0.000 ,-103.045 ,-264.708 ,-1105.111 ,966.374 ,0.000 ,-2.235 ,-103.045 
8-2번 센서,,-125.312 ,-1013.238 ,-60.000 ,0.000 ,0.000 ,-96.973 ,-125.312 ,-1013.238 ,434.000 ,0.000 ,0.000 ,-96.973 ,-125.312 ,-1013.238 ,931.331 ,0.000 ,-2.238 ,-96.973 
9-1번,,-341.762 ,-1119.150 ,-30.000 ,0.000 ,0.000 ,-106.569 ,-341.338 ,-1127.053 ,472.500 ,0.000 ,0.000 ,-106.440 ,-347.736 ,-1139.227 ,968.513 ,0.000 ,-2.235 ,-106.569 
9-2번,,-337.655 ,-1105.348 ,-30.000 ,0.000 ,0.000 ,-106.569 ,-339.958 ,-1113.085 ,472.500 ,0.000 ,0.000 ,-106.569 ,-341.562 ,-1118.474 ,967.667 ,0.000 ,-2.235 ,-106.569 
9-3번,,-331.907 ,-1086.025 ,-30.000 ,0.000 ,0.000 ,-106.569 ,-335.034 ,-1096.538 ,472.500 ,0.000 ,0.000 ,-106.569 ,-335.738 ,-1098.904 ,966.869 ,0.000 ,-2.235 ,-106.569 
9-1번 센서,,-191.582 ,-1002.821 ,-60.000 ,0.000 ,0.000 ,-100.738 ,-191.582 ,-1002.821 ,434.000 ,0.000 ,0.000 ,-100.738 ,-191.582 ,-1002.821 ,931.331 ,0.000 ,-2.238 ,-100.738 
9-4번,,-325.501 ,-1064.492 ,-30.000 ,0.000 ,0.000 ,-106.569 ,-329.662 ,-1078.479 ,472.500 ,0.000 ,0.000 ,-106.569 ,-329.662 ,-1078.479 ,966.036 ,0.000 ,-2.235 ,-106.569 
9-5번,,-410.918 ,-1103.652 ,-30.000 ,0.000 ,0.000 ,-110.012 ,-413.710 ,-1111.324 ,472.500 ,0.000 ,0.000 ,-110.012 ,-418.403 ,-1124.210 ,968.842 ,0.000 ,-2.235 ,-110.012 
9-6번,,-400.273 ,-1074.424 ,-30.000 ,0.000 ,0.000 ,-110.012 ,-405.600 ,-1089.054 ,472.500 ,0.000 ,0.000 ,-110.012 ,-406.727 ,-1092.147 ,967.509 ,0.000 ,-2.235 ,-110.012 
9-7번,,-389.431 ,-1044.654 ,-30.000 ,0.000 ,0.000 ,-110.012 ,-395.016 ,-1059.991 ,472.500 ,0.000 ,0.000 ,-110.012 ,-396.528 ,-1064.140 ,966.345 ,0.000 ,-2.235 ,-110.012 
9-2번 센서,,-249.281 ,-990.057 ,-60.000 ,0.000 ,0.000 ,-104.055 ,-249.281 ,-990.057 ,434.000 ,0.000 ,0.000 ,-104.055 ,-249.281 ,-990.057 ,931.331 ,0.000 ,-2.238 ,-104.055 
10-1번,,-478.299 ,-1073.878 ,-30.000 ,0.000 ,0.000 ,-113.598 ,-478.378 ,-1078.037 ,472.500 ,0.000 ,0.000 ,-113.520 ,-481.903 ,-1086.135 ,968.400 ,0.000 ,-2.235 ,-113.520 
10-2번,,-470.723 ,-1056.536 ,-30.000 ,0.000 ,0.000 ,-113.598 ,-472.331 ,-1064.142 ,472.500 ,0.000 ,0.000 ,-113.520 ,-473.973 ,-1067.914 ,967.624 ,0.000 ,-2.235 ,-113.520 
